Horodatage;Machine;Taux de production (u/min);Température (°C);Pression (bar);Défauts détectés;Énergie Consommée (kWh)
2024-03-02 12:30;Remplissage;122;4.9;1.0;Fuites (1.5%);1.97
2024-03-02 12:35;Carottage;114;7.2;1.0;Rayures (1%);2.65
2024-03-02 12:40;Soufflage;121;191.4;6.8;Fuites (1.5%);1.05
2024-03-02 12:45;Remplissage;117;4.5;1.0;Aucun;2.02
2024-03-02 12:50;Remplissage;129;7.0;1.0;Mauvais alignement (0.8%);2.85
2024-03-02 12:55;Étiquetage;100;5.3;1.0;Rayures (1%);1.83
2024-03-02 13:00;Remplissage;101;7.5;1.0;Aucun;2.67
2024-03-02 13:05;Carottage;149;7.4;1.0;Bulles d'air (2%);2.43
2024-03-02 13:10;Étiquetage;108;5.6;1.0;Bulles d'air (2%);1.52
2024-03-02 13:15;Carottage;130;7.0;1.0;Fuites (1.5%);1.26
2024-03-02 13:20;Soufflage;103;166.0;6.6;Bulles d'air (2%);2.5
2024-03-02 13:25;Étiquetage;129;7.0;1.0;Bulles d'air (2%);1.55
2024-03-02 13:30;Étiquetage;124;6.3;1.0;Aucun;1.78
2024-03-02 13:35;Soufflage;143;107.0;6.2;Fuites (1.5%);2.61
2024-03-02 13:40;Étiquetage;146;6.8;1.0;Rayures (1%);1.71
2024-03-02 13:45;Carottage;117;4.8;1.0;Bulles d'air (2%);2.14
2024-03-02 13:50;Remplissage;140;6.4;1.0;Aucun;1.86
2024-03-02 13:55;Carottage;134;4.6;1.0;Fuites (1.5%);2.58
2024-03-02 14:00;Étiquetage;133;5.2;1.0;Déformation (1%);1.21
2024-03-02 14:05;Soufflage;123;187.9;6.8;Fuites (1.5%);1.57
2024-03-02 14:10;Étiquetage;127;7.0;1.0;Déformation (1%);2.45
2024-03-02 14:15;Étiquetage;140;5.8;1.0;Fuites (1.5%);1.58
2024-03-02 14:20;Carottage;139;6.7;1.0;Mauvais alignement (0.8%);2.49
2024-03-02 14:25;Étiquetage;127;5.4;1.0;Mauvais alignement (0.8%);2.31
2024-03-02 14:30;Soufflage;140;164.4;5.6;Fuites (1.5%);1.94
2024-03-02 14:35;Soufflage;124;138.7;7.6;Rayures (1%);1.49
2024-03-02 14:40;Soufflage;119;125.1;6.7;Rayures (1%);2.86
2024-03-02 14:45;Remplissage;146;7.2;1.0;Aucun;2.5
2024-03-02 14:50;Étiquetage;117;5.5;1.0;Fuites (1.5%);1.83
2024-03-02 14:55;Étiquetage;113;4.8;1.0;Rayures (1%);1.98
2024-03-02 15:00;Soufflage;128;139.5;4.6;Déformation (1%);2.69
2024-03-02 15:05;Soufflage;103;167.3;5.4;Rayures (1%);2.63
2024-03-02 15:10;Étiquetage;106;5.1;1.0;Déformation (1%);2.48
2024-03-02 15:15;Remplissage;149;5.1;1.0;Déformation (1%);1.97
2024-03-02 15:20;Remplissage;142;6.5;1.0;Fuites (1.5%);2.09
2024-03-02 15:25;Remplissage;121;5.5;1.0;Fuites (1.5%);2.92
2024-03-02 15:30;Étiquetage;146;7.3;1.0;Aucun;1.27
2024-03-02 15:35;Étiquetage;100;4.8;1.0;Bulles d'air (2%);2.85
2024-03-02 15:40;Étiquetage;128;5.6;1.0;Bulles d'air (2%);1.81
2024-03-02 15:45;Remplissage;118;4.5;1.0;Déformation (1%);2.61
2024-03-02 15:50;Remplissage;143;6.0;1.0;Fuites (1.5%);1.63
2024-03-02 15:55;Étiquetage;144;7.4;1.0;Déformation (1%);2.42
2024-03-02 16:00;Étiquetage;119;6.8;1.0;Mauvais alignement (0.8%);2.43
2024-03-02 16:05;Étiquetage;146;6.2;1.0;Mauvais alignement (0.8%);1.1
2024-03-02 16:10;Soufflage;100;152.8;6.6;Déformation (1%);2.62
2024-03-02 16:15;Remplissage;101;5.5;1.0;Fuites (1.5%);1.13
2024-03-02 16:20;Soufflage;117;104.6;6.5;Fuites (1.5%);1.13
2024-03-02 16:25;Remplissage;143;5.0;1.0;Mauvais alignement (0.8%);2.41
2024-03-02 16:30;Carottage;141;5.1;1.0;Aucun;2.02
2024-03-02 16:35;Carottage;103;5.9;1.0;Déformation (1%);2.84
2024-03-02 16:40;Étiquetage;145;4.8;1.0;Aucun;1.0
2024-03-02 16:45;Soufflage;148;113.3;5.4;Rayures (1%);1.27
2024-03-02 16:50;Soufflage;112;101.7;6.3;Rayures (1%);2.51
2024-03-02 16:55;Carottage;133;7.0;1.0;Fuites (1.5%);1.11
2024-03-02 17:00;Soufflage;116;170.2;6.4;Mauvais alignement (0.8%);1.41
2024-03-02 17:05;Carottage;105;7.4;1.0;Bulles d'air (2%);1.64
2024-03-02 17:10;Étiquetage;127;6.3;1.0;Aucun;2.7
2024-03-02 17:15;Soufflage;138;163.0;7.3;Rayures (1%);2.07
2024-03-02 17:20;Carottage;129;6.0;1.0;Rayures (1%);1.96
2024-03-02 17:25;Remplissage;126;5.2;1.0;Fuites (1.5%);1.61
2024-03-02 17:30;Soufflage;110;126.4;4.7;Fuites (1.5%);1.04
2024-03-02 17:35;Carottage;142;5.8;1.0;Aucun;2.56
2024-03-02 17:40;Étiquetage;132;4.5;1.0;Aucun;2.61
2024-03-02 17:45;Carottage;149;6.7;1.0;Fuites (1.5%);2.81
2024-03-02 17:50;Remplissage;104;4.5;1.0;Déformation (1%);2.62
2024-03-02 17:55;Carottage;111;6.6;1.0;Bulles d'air (2%);1.7
2024-03-02 18:00;Carottage;148;6.4;1.0;Rayures (1%);1.72
2024-03-02 18:05;Étiquetage;137;6.7;1.0;Mauvais alignement (0.8%);1.27
2024-03-02 18:10;Carottage;105;4.9;1.0;Mauvais alignement (0.8%);2.99
2024-03-02 18:15;Carottage;143;6.8;1.0;Mauvais alignement (0.8%);2.33
2024-03-02 18:20;Carottage;126;7.0;1.0;Mauvais alignement (0.8%);2.51
2024-03-02 18:25;Remplissage;146;4.7;1.0;Rayures (1%);1.24
2024-03-02 18:30;Carottage;101;6.7;1.0;Rayures (1%);2.87
2024-03-02 18:35;Remplissage;145;7.2;1.0;Déformation (1%);2.45
2024-03-02 18:40;Étiquetage;135;6.8;1.0;Fuites (1.5%);1.98
2024-03-02 18:45;Carottage;142;6.0;1.0;Mauvais alignement (0.8%);2.26
2024-03-02 18:50;Remplissage;136;5.0;1.0;Déformation (1%);1.94
2024-03-02 18:55;Soufflage;118;125.1;5.0;Aucun;2.7
2024-03-02 19:00;Carottage;107;5.4;1.0;Bulles d'air (2%);2.74
2024-03-02 19:05;Étiquetage;141;5.5;1.0;Mauvais alignement (0.8%);2.36
2024-03-02 19:10;Remplissage;104;7.1;1.0;Rayures (1%);1.48
2024-03-02 19:15;Soufflage;102;165.3;5.2;Bulles d'air (2%);1.66
2024-03-02 19:20;Carottage;117;5.8;1.0;Fuites (1.5%);2.83
2024-03-02 19:25;Étiquetage;117;5.8;1.0;Bulles d'air (2%);2.66
2024-03-02 19:30;Étiquetage;112;6.1;1.0;Rayures (1%);1.68
2024-03-02 19:35;Soufflage;137;155.4;5.0;Mauvais alignement (0.8%);1.63
2024-03-02 19:40;Carottage;116;6.0;1.0;Rayures (1%);2.19
2024-03-02 19:45;Carottage;133;6.9;1.0;Fuites (1.5%);1.1
2024-03-02 19:50;Remplissage;108;4.8;1.0;Mauvais alignement (0.8%);1.88
2024-03-02 19:55;Carottage;136;7.2;1.0;Fuites (1.5%);2.11
2024-03-02 20:00;Étiquetage;120;6.9;1.0;Bulles d'air (2%);2.52
2024-03-02 20:05;Carottage;101;6.2;1.0;Mauvais alignement (0.8%);2.66
2024-03-02 20:10;Étiquetage;147;5.6;1.0;Mauvais alignement (0.8%);1.35
2024-03-02 20:15;Carottage;148;7.0;1.0;Mauvais alignement (0.8%);2.5
2024-03-02 20:20;Soufflage;120;179.2;5.0;Déformation (1%);2.28
2024-03-02 20:25;Carottage;142;6.4;1.0;Aucun;1.48
2024-03-02 20:30;Carottage;105;6.2;1.0;Aucun;2.04
2024-03-02 20:35;Étiquetage;119;7.4;1.0;Bulles d'air (2%);2.67
2024-03-02 20:40;Remplissage;139;7.1;1.0;Déformation (1%);2.46
2024-03-02 20:45;Remplissage;118;4.7;1.0;Déformation (1%);2.85
2024-03-02 20:50;Carottage;126;6.3;1.0;Déformation (1%);1.59
2024-03-02 20:55;Étiquetage;121;6.9;1.0;Mauvais alignement (0.8%);1.54
2024-03-02 21:00;Soufflage;121;172.7;7.3;Déformation (1%);2.19
2024-03-02 21:05;Étiquetage;121;6.9;1.0;Aucun;2.75
2024-03-02 21:10;Remplissage;136;6.3;1.0;Fuites (1.5%);2.25
2024-03-02 21:15;Remplissage;120;4.9;1.0;Bulles d'air (2%);2.71
2024-03-02 21:20;Soufflage;117;152.6;5.3;Bulles d'air (2%);2.3
2024-03-02 21:25;Remplissage;124;5.3;1.0;Bulles d'air (2%);1.96
2024-03-02 21:30;Remplissage;145;6.6;1.0;Fuites (1.5%);1.98
2024-03-02 21:35;Soufflage;129;100.7;7.9;Déformation (1%);2.88
2024-03-02 21:40;Remplissage;119;6.6;1.0;Déformation (1%);1.32
2024-03-02 21:45;Remplissage;111;6.9;1.0;Mauvais alignement (0.8%);1.89
2024-03-02 21:50;Étiquetage;129;4.7;1.0;Rayures (1%);2.22
2024-03-02 21:55;Soufflage;129;160.0;6.6;Mauvais alignement (0.8%);2.68
2024-03-02 22:00;Carottage;115;7.3;1.0;Déformation (1%);1.18
2024-03-02 22:05;Soufflage;150;142.4;7.3;Déformation (1%);1.29
2024-03-02 22:10;Étiquetage;133;6.0;1.0;Aucun;1.52
2024-03-02 22:15;Étiquetage;104;7.4;1.0;Aucun;2.16
2024-03-02 22:20;Soufflage;144;108.6;4.7;Mauvais alignement (0.8%);1.8
2024-03-02 22:25;Étiquetage;119;7.0;1.0;Bulles d'air (2%);1.07
2024-03-02 22:30;Soufflage;137;143.0;6.4;Bulles d'air (2%);2.98
2024-03-02 22:35;Remplissage;140;5.1;1.0;Mauvais alignement (0.8%);2.23
2024-03-02 22:40;Carottage;133;5.3;1.0;Aucun;1.15
2024-03-02 22:45;Carottage;141;7.4;1.0;Déformation (1%);1.72
2024-03-02 22:50;Étiquetage;128;7.4;1.0;Déformation (1%);1.0
2024-03-02 22:55;Remplissage;121;6.0;1.0;Fuites (1.5%);1.03
2024-03-02 23:00;Carottage;149;5.5;1.0;Fuites (1.5%);1.07
2024-03-02 23:05;Remplissage;118;4.8;1.0;Fuites (1.5%);1.46
2024-03-02 23:10;Étiquetage;135;5.7;1.0;Rayures (1%);2.41
2024-03-02 23:15;Étiquetage;139;5.9;1.0;Déformation (1%);2.94
2024-03-02 23:20;Carottage;146;5.2;1.0;Déformation (1%);1.69
2024-03-02 23:25;Soufflage;124;114.2;7.2;Aucun;2.02
2024-03-02 23:30;Carottage;147;6.2;1.0;Rayures (1%);2.41
2024-03-02 23:35;Remplissage;123;6.7;1.0;Déformation (1%);2.29
2024-03-02 23:40;Étiquetage;112;6.5;1.0;Fuites (1.5%);2.09
2024-03-02 23:45;Soufflage;129;115.8;5.5;Mauvais alignement (0.8%);2.18
2024-03-02 23:50;Étiquetage;130;4.6;1.0;Fuites (1.5%);1.22
2024-03-02 23:55;Remplissage;112;7.1;1.0;Aucun;1.83
2024-03-03 00:00;Étiquetage;110;6.0;1.0;Déformation (1%);1.44
2024-03-03 00:05;Étiquetage;103;6.3;1.0;Déformation (1%);2.7
2024-03-03 00:10;Remplissage;111;5.2;1.0;Mauvais alignement (0.8%);1.79
2024-03-03 00:15;Carottage;115;4.9;1.0;Fuites (1.5%);1.96
2024-03-03 00:20;Soufflage;148;174.1;4.9;Bulles d'air (2%);2.61
2024-03-03 00:25;Remplissage;139;4.9;1.0;Mauvais alignement (0.8%);2.57
2024-03-03 00:30;Remplissage;103;5.4;1.0;Mauvais alignement (0.8%);2.78
2024-03-03 00:35;Remplissage;104;6.1;1.0;Bulles d'air (2%);1.44
2024-03-03 00:40;Carottage;109;5.4;1.0;Rayures (1%);2.04
2024-03-03 00:45;Remplissage;135;7.4;1.0;Déformation (1%);2.99
2024-03-03 00:50;Soufflage;111;191.0;7.2;Rayures (1%);2.26
2024-03-03 00:55;Carottage;137;5.5;1.0;Déformation (1%);1.07
2024-03-03 01:00;Soufflage;120;176.1;7.8;Bulles d'air (2%);2.11
2024-03-03 01:05;Remplissage;148;5.6;1.0;Aucun;1.57
2024-03-03 01:10;Soufflage;103;108.5;7.4;Fuites (1.5%);2.99
2024-03-03 01:15;Carottage;129;5.6;1.0;Bulles d'air (2%);2.95
2024-03-03 01:20;Étiquetage;127;6.4;1.0;Rayures (1%);1.62
2024-03-03 01:25;Remplissage;104;7.3;1.0;Rayures (1%);1.56
2024-03-03 01:30;Étiquetage;104;5.6;1.0;Aucun;2.5
2024-03-03 01:35;Soufflage;107;144.3;7.5;Rayures (1%);1.97
2024-03-03 01:40;Étiquetage;111;5.2;1.0;Fuites (1.5%);1.15
2024-03-03 01:45;Étiquetage;146;7.3;1.0;Bulles d'air (2%);2.83
2024-03-03 01:50;Remplissage;125;6.2;1.0;Déformation (1%);1.36
2024-03-03 01:55;Soufflage;143;164.0;4.9;Déformation (1%);2.74
2024-03-03 02:00;Étiquetage;143;5.8;1.0;Rayures (1%);2.52
2024-03-03 02:05;Étiquetage;144;7.1;1.0;Rayures (1%);1.87
2024-03-03 02:10;Remplissage;136;6.2;1.0;Bulles d'air (2%);2.98
2024-03-03 02:15;Carottage;149;6.7;1.0;Rayures (1%);1.18
2024-03-03 02:20;Soufflage;137;160.9;6.7;Déformation (1%);1.11
2024-03-03 02:25;Soufflage;116;138.7;8.5;Fuites (1.5%);2.74
2024-03-03 02:30;Carottage;136;7.1;1.0;Mauvais alignement (0.8%);2.49
2024-03-03 02:35;Carottage;121;6.6;1.0;Rayures (1%);2.82
2024-03-03 02:40;Carottage;130;4.9;1.0;Aucun;2.67
2024-03-03 02:45;Remplissage;100;7.2;1.0;Rayures (1%);2.45
2024-03-03 02:50;Remplissage;134;6.5;1.0;Fuites (1.5%);1.91
2024-03-03 02:55;Soufflage;123;113.3;5.7;Bulles d'air (2%);1.54
2024-03-03 03:00;Carottage;131;4.8;1.0;Mauvais alignement (0.8%);1.96
2024-03-03 03:05;Étiquetage;115;6.0;1.0;Mauvais alignement (0.8%);1.25
2024-03-03 03:10;Remplissage;140;4.9;1.0;Rayures (1%);2.31
2024-03-03 03:15;Soufflage;125;152.8;5.1;Bulles d'air (2%);1.26
2024-03-03 03:20;Soufflage;109;129.4;6.3;Fuites (1.5%);2.89
2024-03-03 03:25;Remplissage;105;5.6;1.0;Mauvais alignement (0.8%);2.38
2024-03-03 03:30;Carottage;102;7.3;1.0;Mauvais alignement (0.8%);1.35
2024-03-03 03:35;Carottage;142;6.0;1.0;Mauvais alignement (0.8%);2.09
2024-03-03 03:40;Carottage;118;7.2;1.0;Rayures (1%);1.49
2024-03-03 03:45;Carottage;139;6.9;1.0;Aucun;2.06
2024-03-03 03:50;Remplissage;123;4.6;1.0;Aucun;1.85
2024-03-03 03:55;Carottage;142;4.8;1.0;Bulles d'air (2%);1.54
2024-03-03 04:00;Étiquetage;141;7.4;1.0;Déformation (1%);2.25
2024-03-03 04:05;Soufflage;100;180.8;7.8;Bulles d'air (2%);1.35
2024-03-03 04:10;Remplissage;148;7.4;1.0;Déformation (1%);1.9
2024-03-03 04:15;Étiquetage;117;5.6;1.0;Déformation (1%);1.53
2024-03-03 04:20;Soufflage;111;161.0;6.2;Aucun;2.4
2024-03-03 04:25;Remplissage;108;6.3;1.0;Mauvais alignement (0.8%);2.41
2024-03-03 04:30;Carottage;125;6.4;1.0;Rayures (1%);1.52
2024-03-03 04:35;Étiquetage;145;5.0;1.0;Mauvais alignement (0.8%);2.6
2024-03-03 04:40;Étiquetage;111;6.7;1.0;Déformation (1%);2.09
2024-03-03 04:45;Carottage;144;5.5;1.0;Aucun;1.57
2024-03-03 04:50;Remplissage;132;6.0;1.0;Déformation (1%);1.29
2024-03-03 04:55;Étiquetage;101;5.3;1.0;Mauvais alignement (0.8%);1.61
2024-03-03 05:00;Étiquetage;129;5.4;1.0;Déformation (1%);2.49
2024-03-03 05:05;Étiquetage;117;6.3;1.0;Aucun;2.59
2024-03-03 05:10;Remplissage;116;6.2;1.0;Aucun;1.79
2024-03-03 05:15;Remplissage;107;5.4;1.0;Bulles d'air (2%);1.92
2024-03-03 05:20;Étiquetage;106;5.4;1.0;Déformation (1%);2.61
2024-03-03 05:25;Carottage;116;7.2;1.0;Rayures (1%);2.0
2024-03-03 05:30;Carottage;103;7.2;1.0;Déformation (1%);1.72
2024-03-03 05:35;Étiquetage;138;6.2;1.0;Mauvais alignement (0.8%);2.5
2024-03-03 05:40;Carottage;126;4.9;1.0;Aucun;1.84
2024-03-03 05:45;Carottage;133;5.3;1.0;Mauvais alignement (0.8%);2.04
2024-03-03 05:50;Carottage;149;6.9;1.0;Aucun;1.48
2024-03-03 05:55;Carottage;149;6.5;1.0;Bulles d'air (2%);1.02
2024-03-03 06:00;Remplissage;138;6.1;1.0;Rayures (1%);2.55
2024-03-03 06:05;Remplissage;121;7.1;1.0;Aucun;2.17
2024-03-03 06:10;Remplissage;143;7.1;1.0;Mauvais alignement (0.8%);2.25
2024-03-03 06:15;Carottage;113;5.0;1.0;Fuites (1.5%);1.1
2024-03-03 06:20;Remplissage;126;4.7;1.0;Déformation (1%);2.93
2024-03-03 06:25;Étiquetage;118;5.7;1.0;Aucun;1.03
2024-03-03 06:30;Carottage;105;6.8;1.0;Mauvais alignement (0.8%);2.06
2024-03-03 06:35;Remplissage;147;7.3;1.0;Fuites (1.5%);1.3
2024-03-03 06:40;Carottage;111;5.5;1.0;Rayures (1%);1.89
2024-03-03 06:45;Carottage;146;6.0;1.0;Mauvais alignement (0.8%);2.78
2024-03-03 06:50;Étiquetage;142;6.2;1.0;Mauvais alignement (0.8%);1.93
2024-03-03 06:55;Carottage;118;7.0;1.0;Fuites (1.5%);1.82
2024-03-03 07:00;Carottage;129;6.5;1.0;Déformation (1%);2.23
2024-03-03 07:05;Étiquetage;122;7.0;1.0;Mauvais alignement (0.8%);2.47
2024-03-03 07:10;Soufflage;103;141.7;5.4;Bulles d'air (2%);1.92
2024-03-03 07:15;Remplissage;134;6.5;1.0;Aucun;2.84
2024-03-03 07:20;Remplissage;134;5.1;1.0;Fuites (1.5%);1.42
2024-03-03 07:25;Soufflage;136;128.6;5.1;Rayures (1%);2.36
2024-03-03 07:30;Étiquetage;132;7.1;1.0;Mauvais alignement (0.8%);1.92
2024-03-03 07:35;Remplissage;126;5.2;1.0;Mauvais alignement (0.8%);2.63
2024-03-03 07:40;Étiquetage;102;5.5;1.0;Fuites (1.5%);1.86
2024-03-03 07:45;Carottage;113;4.9;1.0;Bulles d'air (2%);2.24
2024-03-03 07:50;Soufflage;147;124.7;5.1;Déformation (1%);1.66
2024-03-03 07:55;Soufflage;100;115.9;5.4;Mauvais alignement (0.8%);1.33
2024-03-03 08:00;Carottage;104;5.0;1.0;Bulles d'air (2%);2.73
2024-03-03 08:05;Carottage;123;5.0;1.0;Fuites (1.5%);2.25
2024-03-03 08:10;Carottage;134;6.2;1.0;Fuites (1.5%);1.65
2024-03-03 08:15;Carottage;114;6.5;1.0;Déformation (1%);1.44
2024-03-03 08:20;Remplissage;142;5.7;1.0;Aucun;2.92
2024-03-03 08:25;Remplissage;150;7.3;1.0;Mauvais alignement (0.8%);2.32
2024-03-03 08:30;Étiquetage;129;6.9;1.0;Déformation (1%);1.05
2024-03-03 08:35;Carottage;141;7.3;1.0;Aucun;2.92
2024-03-03 08:40;Carottage;122;5.8;1.0;Aucun;1.84
2024-03-03 08:45;Soufflage;150;122.1;4.6;Bulles d'air (2%);1.85
2024-03-03 08:50;Soufflage;125;151.5;5.4;Fuites (1.5%);1.49
2024-03-03 08:55;Soufflage;130;139.4;7.8;Aucun;2.29
2024-03-03 09:00;Soufflage;147;183.4;4.5;Bulles d'air (2%);2.99
2024-03-03 09:05;Soufflage;136;104.0;8.1;Aucun;2.03
2024-03-03 09:10;Soufflage;137;199.9;5.8;Rayures (1%);2.16
2024-03-03 09:15;Étiquetage;130;5.2;1.0;Fuites (1.5%);1.43
2024-03-03 09:20;Remplissage;122;5.4;1.0;Aucun;1.9
2024-03-03 09:25;Remplissage;117;5.7;1.0;Mauvais alignement (0.8%);2.39
2024-03-03 09:30;Remplissage;134;6.0;1.0;Rayures (1%);1.98
2024-03-03 09:35;Soufflage;134;107.6;5.8;Déformation (1%);1.3
2024-03-03 09:40;Soufflage;124;133.4;5.7;Déformation (1%);2.06
2024-03-03 09:45;Soufflage;135;151.2;6.6;Aucun;2.61
2024-03-03 09:50;Remplissage;108;6.2;1.0;Bulles d'air (2%);1.71
2024-03-03 09:55;Remplissage;140;4.9;1.0;Bulles d'air (2%);2.15
2024-03-03 10:00;Remplissage;146;4.7;1.0;Déformation (1%);2.07
2024-03-03 10:05;Carottage;141;7.0;1.0;Bulles d'air (2%);1.16
2024-03-03 10:10;Carottage;129;6.4;1.0;Bulles d'air (2%);2.26
2024-03-03 10:15;Soufflage;118;180.9;8.4;Bulles d'air (2%);2.14
2024-03-03 10:20;Étiquetage;126;5.3;1.0;Mauvais alignement (0.8%);2.59
2024-03-03 10:25;Remplissage;112;6.4;1.0;Rayures (1%);2.25
2024-03-03 10:30;Remplissage;119;5.9;1.0;Aucun;2.46
2024-03-03 10:35;Soufflage;132;166.6;7.8;Fuites (1.5%);2.43
2024-03-03 10:40;Carottage;135;7.0;1.0;Rayures (1%);2.53
2024-03-03 10:45;Carottage;134;5.9;1.0;Mauvais alignement (0.8%);2.31
2024-03-03 10:50;Étiquetage;129;5.3;1.0;Rayures (1%);2.95
2024-03-03 10:55;Étiquetage;134;5.5;1.0;Déformation (1%);2.81
2024-03-03 11:00;Étiquetage;139;5.1;1.0;Mauvais alignement (0.8%);2.37
2024-03-03 11:05;Soufflage;103;155.1;8.2;Aucun;2.87
2024-03-03 11:10;Remplissage;125;6.5;1.0;Fuites (1.5%);2.14
2024-03-03 11:15;Carottage;123;4.8;1.0;Déformation (1%);2.19
2024-03-03 11:20;Carottage;129;6.7;1.0;Mauvais alignement (0.8%);2.97
2024-03-03 11:25;Remplissage;144;6.0;1.0;Mauvais alignement (0.8%);2.68
2024-03-03 11:30;Remplissage;130;5.9;1.0;Mauvais alignement (0.8%);1.99
2024-03-03 11:35;Carottage;124;5.4;1.0;Déformation (1%);2.88
2024-03-03 11:40;Soufflage;131;184.8;7.4;Fuites (1.5%);2.89
2024-03-03 11:45;Soufflage;100;181.3;5.9;Fuites (1.5%);1.93
2024-03-03 11:50;Étiquetage;126;6.1;1.0;Bulles d'air (2%);2.75
2024-03-03 11:55;Carottage;113;6.1;1.0;Aucun;1.68
2024-03-03 12:00;Carottage;114;5.3;1.0;Bulles d'air (2%);2.91
2024-03-03 12:05;Remplissage;105;7.2;1.0;Aucun;2.51
2024-03-03 12:10;Carottage;109;5.6;1.0;Rayures (1%);1.06
2024-03-03 12:15;Remplissage;131;4.6;1.0;Fuites (1.5%);2.42
2024-03-03 12:20;Étiquetage;118;4.7;1.0;Rayures (1%);1.02
2024-03-03 12:25;Soufflage;136;168.7;7.2;Mauvais alignement (0.8%);1.59
2024-03-03 12:30;Remplissage;135;6.8;1.0;Mauvais alignement (0.8%);1.63
2024-03-03 12:35;Remplissage;105;5.5;1.0;Rayures (1%);1.34
2024-03-03 12:40;Soufflage;122;115.4;6.1;Fuites (1.5%);2.54
2024-03-03 12:45;Étiquetage;108;6.0;1.0;Fuites (1.5%);1.09
2024-03-03 12:50;Étiquetage;128;7.3;1.0;Bulles d'air (2%);1.59
2024-03-03 12:55;Remplissage;118;4.5;1.0;Déformation (1%);2.47
2024-03-03 13:00;Remplissage;140;6.1;1.0;Déformation (1%);2.15
2024-03-03 13:05;Soufflage;146;142.3;7.8;Aucun;1.85
2024-03-03 13:10;Remplissage;133;5.5;1.0;Rayures (1%);2.35
2024-03-03 13:15;Soufflage;146;115.9;7.4;Fuites (1.5%);2.45
2024-03-03 13:20;Étiquetage;127;5.7;1.0;Déformation (1%);2.83
2024-03-03 13:25;Remplissage;101;6.0;1.0;Bulles d'air (2%);1.19
2024-03-03 13:30;Carottage;102;4.8;1.0;Déformation (1%);2.06
2024-03-03 13:35;Étiquetage;119;7.1;1.0;Aucun;2.37
2024-03-03 13:40;Remplissage;128;5.4;1.0;Fuites (1.5%);2.67
2024-03-03 13:45;Soufflage;119;154.3;7.6;Déformation (1%);2.69
2024-03-03 13:50;Étiquetage;107;6.5;1.0;Mauvais alignement (0.8%);1.88
2024-03-03 13:55;Soufflage;122;118.9;5.0;Rayures (1%);1.29
2024-03-03 14:00;Remplissage;126;5.2;1.0;Déformation (1%);2.24
2024-03-03 14:05;Remplissage;129;6.5;1.0;Rayures (1%);2.03
2024-03-03 14:10;Étiquetage;124;4.6;1.0;Fuites (1.5%);1.66
2024-03-03 14:15;Étiquetage;146;6.7;1.0;Déformation (1%);2.48
2024-03-03 14:20;Carottage;147;5.4;1.0;Rayures (1%);1.5
2024-03-03 14:25;Carottage;123;4.8;1.0;Fuites (1.5%);1.75
2024-03-03 14:30;Remplissage;127;4.9;1.0;Bulles d'air (2%);2.56
2024-03-03 14:35;Carottage;140;5.2;1.0;Mauvais alignement (0.8%);1.75
2024-03-03 14:40;Carottage;127;6.3;1.0;Bulles d'air (2%);1.65
2024-03-03 14:45;Soufflage;140;106.6;8.0;Mauvais alignement (0.8%);1.93
2024-03-03 14:50;Étiquetage;118;5.5;1.0;Mauvais alignement (0.8%);2.71
2024-03-03 14:55;Étiquetage;142;5.5;1.0;Déformation (1%);1.04
2024-03-03 15:00;Soufflage;125;157.1;4.5;Aucun;1.75
2024-03-03 15:05;Soufflage;125;197.0;8.4;Mauvais alignement (0.8%);1.67
2024-03-03 15:10;Soufflage;125;198.6;7.7;Fuites (1.5%);2.93
2024-03-03 15:15;Étiquetage;140;5.4;1.0;Bulles d'air (2%);1.33
2024-03-03 15:20;Remplissage;145;4.6;1.0;Déformation (1%);1.43
2024-03-03 15:25;Étiquetage;142;5.3;1.0;Bulles d'air (2%);2.35
2024-03-03 15:30;Remplissage;149;5.3;1.0;Rayures (1%);2.16
2024-03-03 15:35;Soufflage;150;131.4;5.7;Bulles d'air (2%);2.91
2024-03-03 15:40;Étiquetage;116;4.8;1.0;Mauvais alignement (0.8%);1.96
2024-03-03 15:45;Carottage;128;5.4;1.0;Rayures (1%);2.8
2024-03-03 15:50;Soufflage;145;174.7;5.5;Aucun;2.33
2024-03-03 15:55;Remplissage;100;6.5;1.0;Rayures (1%);2.96
2024-03-03 16:00;Carottage;137;6.2;1.0;Fuites (1.5%);1.18
2024-03-03 16:05;Soufflage;140;160.8;7.4;Déformation (1%);2.74
2024-03-03 16:10;Carottage;131;6.4;1.0;Mauvais alignement (0.8%);2.03
2024-03-03 16:15;Étiquetage;136;5.2;1.0;Rayures (1%);2.48
2024-03-03 16:20;Carottage;145;7.2;1.0;Aucun;2.1
2024-03-03 16:25;Remplissage;108;6.1;1.0;Rayures (1%);1.36
2024-03-03 16:30;Soufflage;131;184.1;8.4;Bulles d'air (2%);1.83
2024-03-03 16:35;Soufflage;107;164.7;7.1;Mauvais alignement (0.8%);1.22
2024-03-03 16:40;Remplissage;138;5.9;1.0;Fuites (1.5%);2.18
2024-03-03 16:45;Remplissage;119;6.0;1.0;Aucun;1.46
2024-03-03 16:50;Étiquetage;126;5.5;1.0;Fuites (1.5%);1.82
2024-03-03 16:55;Remplissage;140;5.2;1.0;Déformation (1%);1.53
2024-03-03 17:00;Remplissage;134;5.0;1.0;Rayures (1%);1.16
2024-03-03 17:05;Remplissage;144;7.2;1.0;Rayures (1%);2.79
